VoteKit RankProfile
Candidates
(David Linn:David),(Noah Ernst:Noah ),(Terrence Hayes:Terre),(Thomas Shervey:Thoma),(Joe Furi:Joe F),(Uncertified Write In:Uncer),(Loretta Smith:Loret),(Michael (Mike) Sands:Micha),(Joe Allen:Joe A),(Steph Routh:Steph),(Jamie Dunphy:Jamie),(Peggy Sue Owens:Peggy),(Deian Salazar:Deian),(Cayle Tern:Cayle),(Timur Ender:Timur),(Candace Avalos:Canda),(Doug Clove:Doug )
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,&,Weight,&
{'Timur'},{'Steph'},{'Jamie'},{'Loret'},{'Canda'},{'David'},&,1.0,&
{'Steph'},{'Peggy'},{'Thoma'},{'Doug '},{'Loret'},{'Joe F'},&,1.0,&
{'Doug '},{'Loret'},{'Terre'},{'Steph'},,,&,1.0,&
{'Doug '},{'Loret'},{'Terre'},{'Steph'},,,&,1.0,&
{'Deian'},{'Noah '},{'Loret'},,,,&,1.0,&
{'Steph'},{'Loret'},{'David'},{'Canda'},{'Cayle'},{'Timur'},&,1.0,&
{'Noah '},{'Loret'},{'Terre'},{'Steph'},{'Doug '},{'Jamie'},&,1.0,&
{'Canda'},{'Terre'},{'Timur'},,,,&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},{'Deian'},,,&,1.0,&
{'Terre'},{'Noah '},{'Loret'},{'Timur'},{'Steph'},,&,1.0,&
{'Canda'},,,,,,&,1.0,&
{'Timur'},{'Jamie'},{'David'},{'Terre'},{'Thoma'},{'Micha'},&,1.0,&
{'Canda'},,,,,,&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Micha'},{'David'},{'Canda'},,,,&,1.0,&
{'Steph'},{'Canda'},{'Jamie'},{'Loret'},,,&,1.0,&
{'Timur'},{'Doug '},{'Joe A'},{'Canda'},,,&,1.0,&
{'Steph'},{'Loret'},{'Noah '},{'Thoma'},,,&,1.0,&
{'David'},{'Loret'},{'Terre'},{'Micha'},{'Joe A'},{'Joe F'},&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},{'Noah '},{'David'},{'Loret'},&,1.0,&
{'Peggy'},,,,,,&,1.0,&
{'Noah '},{'Loret'},,,,,&,1.0,&
{'Terre'},,,,,,&,1.0,&
{'Noah '},{'David'},{'Micha'},{'Steph'},{'Jamie'},{'Joe A'},&,1.0,&
{'Micha'},{'Timur'},{'David'},{'Jamie'},{'Steph'},{'Thoma'},&,1.0,&
{'David'},{'Terre'},{'Steph'},{'Timur'},,,&,1.0,&
{'Thoma'},,,,,,&,1.0,&
{'Terre'},{'Loret'},,,,,&,1.0,&
{'Micha'},{'Terre'},{'Steph'},{'David'},{'Canda'},{'Jamie'},&,1.0,&
{'Loret'},{'Noah '},{'Terre'},,,,&,1.0,&
{'Terre'},{'Jamie'},{'Noah '},{'Canda'},{'Steph'},{'Doug '},&,1.0,&
{'David'},{'Thoma'},{'Micha'},,,,&,1.0,&
{'Cayle'},{'Timur'},{'Jamie'},{'Canda'},{'Steph'},{'David'},&,1.0,&
{'Terre'},{'Timur'},{'Canda'},{'Steph'},{'Loret'},{'Jamie'},&,1.0,&
{'Timur'},{'Canda'},{'Steph'},{'Cayle'},{'Jamie'},,&,1.0,&
{'Canda'},{'Timur'},{'Terre'},{'Jamie'},{'Micha'},,&,1.0,&
{'Loret'},{'Terre'},{'Jamie'},{'Canda'},{'Peggy'},{'David'},&,1.0,&
{'Canda'},{'Steph'},{'Timur'},,,,&,1.0,&
{'Deian'},{'Joe F'},{'Noah '},{'Doug '},{'Terre'},{'Micha'},&,1.0,&
{'Noah '},{'Doug '},{'Deian'},{'Joe F'},{'Terre'},,&,1.0,&
{'Terre'},{'Loret'},{'Canda'},{'Cayle'},{'Joe A'},,&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Loret'},{'Timur'},{'Canda'},,,,&,1.0,&
{'Terre'},{'Steph'},{'Jamie'},{'Canda'},{'Deian'},{'Joe A'},&,1.0,&
{'Canda'},{'Loret'},{'Terre'},{'Steph'},{'Deian'},{'Cayle'},&,1.0,&
{'Terre'},{'Loret'},,,,,&,1.0,&
{'Canda'},{'Cayle'},{'Terre'},,,,&,1.0,&
{'Jamie'},{'Terre'},{'Loret'},{'Canda'},{'Timur'},{'Steph'},&,1.0,&
{'Loret'},{'Joe A'},{'Thoma'},{'Timur'},{'Cayle'},{'Steph'},&,1.0,&
{'Micha'},{'David'},,,,,&,1.0,&
{'Canda'},{'Steph'},{'Jamie'},{'Timur'},{'Terre'},{'Cayle'},&,1.0,&
{'Micha'},,,,,,&,1.0,&
{'Timur'},{'Jamie'},,,,,&,1.0,&
{'Timur'},{'David'},{'Micha'},{'Terre'},{'Loret'},{'Cayle'},&,1.0,&
{'Peggy'},{'Loret'},{'Steph'},{'Jamie'},{'Canda'},{'Cayle'},&,1.0,&
{'Peggy'},{'Loret'},{'Steph'},{'Canda'},{'Noah '},{'Doug '},&,1.0,&
{'Noah '},{'Doug '},,,,,&,1.0,&
{'Steph'},{'Joe A'},{'Doug '},{'David'},{'Micha'},{'Terre'},&,1.0,&
{'Canda'},{'Steph'},{'Timur'},,,,&,1.0,&
{'Deian'},,,,,,&,1.0,&
{'Doug '},{'Steph'},{'Loret'},{'Deian'},{'Terre'},{'Jamie'},&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},{'Noah '},{'David'},{'Loret'},&,1.0,&
{'Canda'},{'Loret'},{'Terre'},{'Jamie'},{'Cayle'},{'Timur'},&,1.0,&
{'Terre'},,,,,,&,1.0,&
{'David'},,,,,,&,1.0,&
{'Micha'},{'Peggy'},,,,,&,1.0,&
{'Steph'},,,,,,&,1.0,&
{'Canda'},{'Cayle'},,,,,&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},{'David'},{'Terre'},{'Noah '},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Noah '},{'Terre'},{'Jamie'},,,,&,1.0,&
{'Canda'},{'Steph'},{'Timur'},{'Cayle'},{'Jamie'},{'Loret'},&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},{'Timur'},{'Loret'},{'Peggy'},&,1.0,&
{'Canda'},{'Timur'},{'Steph'},{'Jamie'},{'Noah '},{'Loret'},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Jamie'},{'Timur'},{'Steph'},{'Canda'},,,&,1.0,&
{'Loret'},{'Timur'},{'Jamie'},{'Doug '},{'Terre'},,&,1.0,&
{'Steph'},{'Jamie'},,,,,&,1.0,&
{'Canda'},{'Steph'},{'Loret'},{'Jamie'},,,&,1.0,&
{'Peggy'},{'Timur'},{'Noah '},{'Canda'},{'Joe A'},{'David'},&,1.0,&
{'Terre'},{'Timur'},{'Canda'},,,,&,1.0,&
{'Jamie'},{'Steph'},{'Noah '},{'Canda'},{'Timur'},{'David'},&,1.0,&
{'Thoma'},{'Cayle'},{'Steph'},,,,&,1.0,&
{'Canda'},{'Timur'},{'Terre'},{'Jamie'},{'Micha'},,&,1.0,&
{'Loret'},{'Timur'},{'Terre'},{'Steph'},{'Cayle'},{'Canda'},&,1.0,&
{'Noah '},{'Timur'},{'Canda'},{'Doug '},{'Loret'},{'Terre'},&,1.0,&
{'Doug '},{'Deian'},{'Terre'},,,,&,1.0,&
{'Jamie'},{'Terre'},{'Micha'},{'Joe F'},{'David'},{'Joe A'},&,1.0,&
{'Jamie'},,,,,,&,1.0,&
{'Deian'},,,,,,&,1.0,&
{'Canda'},{'Cayle'},{'Timur'},,,,&,1.0,&
{'Noah '},{'Joe F'},{'Micha'},,,,&,1.0,&
{'Terre'},{'Noah '},{'Canda'},,,,&,1.0,&
{'Doug '},{'Joe F'},{'Deian'},{'David'},{'Loret'},{'Micha'},&,1.0,&
{'Timur'},,,,,,&,1.0,&
{'Loret'},{'Joe F'},{'Canda'},{'Peggy'},{'Jamie'},{'Noah '},&,1.0,&
{'Timur'},{'Canda'},{'Steph'},{'Jamie'},,,&,1.0,&
{'Doug '},{'Deian'},{'Loret'},{'Steph'},{'Terre'},{'Jamie'},&,1.0,&
{'Doug '},{'Loret'},{'Noah '},{'Joe A'},,,&,1.0,&
{'Loret'},{'Deian'},{'Doug '},{'Jamie'},{'Steph'},{'Terre'},&,1.0,&
{'Joe F'},{'David'},{'Terre'},{'Noah '},{'Steph'},{'Cayle'},&,1.0,&
{'Micha'},{'Timur'},{'Steph'},{'Cayle'},,,&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Joe A'},{'Loret'},{'David'},{'Peggy'},{'Timur'},{'Doug '},&,1.0,&
{'Jamie'},{'Canda'},{'Terre'},{'Deian'},{'Cayle'},{'Steph'},&,1.0,&
{'Loret'},{'Terre'},{'Micha'},{'Cayle'},{'Canda'},,&,1.0,&
{'Steph'},{'Cayle'},,,,,&,1.0,&
{'David'},,,,,,&,1.0,&
{'Timur'},{'Canda'},{'Terre'},{'Steph'},{'Loret'},{'Deian'},&,1.0,&
{'Cayle'},{'Timur'},{'Jamie'},{'Canda'},{'Steph'},{'David'},&,1.0,&
{'Jamie'},{'Steph'},{'Terre'},{'Loret'},{'Timur'},{'David'},&,1.0,&
{'Micha'},{'Loret'},{'Terre'},{'Steph'},{'Jamie'},{'Cayle'},&,1.0,&
{'Steph'},{'Timur'},{'Canda'},,,,&,1.0,&
{'Steph'},,,,,,&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Noah '},{'Terre'},{'David'},,,,&,1.0,&
{'Timur'},{'David'},{'Micha'},{'Deian'},{'Thoma'},{'Steph'},&,1.0,&
{'Joe A'},,,,,,&,1.0,&
{'Loret'},{'Canda'},{'Timur'},{'Steph'},{'Terre'},,&,1.0,&
{'Timur'},{'Loret'},{'Cayle'},{'David'},{'Terre'},{'Canda'},&,1.0,&
{'Loret'},{'Terre'},{'Joe F'},{'Cayle'},{'Timur'},{'Steph'},&,1.0,&
{'Cayle'},{'Jamie'},{'David'},{'Canda'},{'Steph'},{'Noah '},&,1.0,&
{'Joe A'},,,,,,&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},,,,&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},,,,&,1.0,&
{'Loret'},{'Timur'},{'Canda'},{'David'},{'Joe A'},,&,1.0,&
{'Peggy'},{'Joe A'},{'David'},{'Deian'},{'Jamie'},{'Thoma'},&,1.0,&
{'Loret'},{'Timur'},{'Canda'},{'David'},{'Joe A'},{'Deian'},&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},,,,&,1.0,&
{'Micha'},,,,,,&,1.0,&
{'Steph'},{'Loret'},{'Micha'},{'Canda'},{'Cayle'},{'Jamie'},&,1.0,&
{'Steph'},{'Jamie'},{'Canda'},{'Timur'},{'Loret'},,&,1.0,&
{'Noah '},{'Deian'},{'Terre'},,,,&,1.0,&
{'Terre'},{'Noah '},{'Canda'},,,,&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Canda'},{'Terre'},{'Jamie'},{'Steph'},{'Loret'},{'David'},&,1.0,&
{'Peggy'},{'Timur'},{'Noah '},{'Canda'},{'Joe A'},{'David'},&,1.0,&
{'Timur'},{'Terre'},{'Steph'},{'Canda'},{'Jamie'},{'David'},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},{'Noah '},{'David'},{'Loret'},&,1.0,&
{'Loret'},{'Terre'},{'Canda'},{'Peggy'},{'Cayle'},{'Deian'},&,1.0,&
{'Thoma'},{'Deian'},,,,,&,1.0,&
{'Terre'},{'Canda'},{'Noah '},{'Timur'},{'Steph'},{'David'},&,1.0,&
{'Canda'},{'Timur'},,,,,&,1.0,&
{'Thoma'},{'Joe A'},{'Peggy'},{'David'},{'Steph'},{'Joe F'},&,1.0,&
{'David'},,,,,,&,1.0,&
{'Noah '},{'Terre'},,,,,&,1.0,&
{'Terre'},{'Steph'},,,,,&,1.0,&
{'Steph'},{'Jamie'},,,,,&,1.0,&
{'Jamie'},{'Steph'},{'Noah '},{'Timur'},{'David'},{'Cayle'},&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},{'Timur'},{'Cayle'},{'David'},&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},,,,&,1.0,&
{'David'},{'Noah '},{'Joe F'},,,,&,1.0,&
{'Noah '},{'Jamie'},{'Doug '},{'Canda'},{'Deian'},{'Steph'},&,1.0,&
{'Steph'},{'Timur'},{'David'},{'Cayle'},{'Canda'},,&,1.0,&
{'Terre'},{'Steph'},{'Jamie'},{'Noah '},,,&,1.0,&
{'Terre'},{'Micha'},{'Loret'},{'Canda'},,,&,1.0,&
{'Steph'},{'Loret'},{'Jamie'},{'Canda'},,,&,1.0,&
{'Loret'},{'Doug '},{'Joe A'},{'Terre'},{'Timur'},,&,1.0,&
{'Peggy'},{'Timur'},{'Noah '},{'Canda'},{'Joe A'},{'David'},&,1.0,&
{'Jamie'},,,,,,&,1.0,&
{'Steph'},{'Canda'},{'Loret'},{'Terre'},{'Doug '},{'Micha'},&,1.0,&
{'Timur'},{'Canda'},,,,,&,1.0,&
{'Timur'},{'David'},{'Micha'},{'Deian'},{'Thoma'},{'Steph'},&,1.0,&
{'Cayle'},{'Terre'},{'Noah '},,,,&,1.0,&
{'Terre'},{'Thoma'},{'Doug '},{'Micha'},{'Deian'},{'Steph'},&,1.0,&
{'Loret'},{'Timur'},{'Jamie'},{'Canda'},{'Steph'},{'Deian'},&,1.0,&
{'Doug '},{'Cayle'},,,,,&,1.0,&
{'Terre'},{'Noah '},{'Timur'},{'Thoma'},{'Steph'},{'Cayle'},&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Thoma'},{'Peggy'},{'Canda'},{'Timur'},{'David'},{'Terre'},&,1.0,&
{'Joe F'},,,,,,&,1.0,&
{'Loret'},{'Jamie'},{'Terre'},,,,&,1.0,&
{'Steph'},{'Micha'},{'Timur'},{'Canda'},{'Deian'},{'Loret'},&,1.0,&
{'Peggy'},{'Canda'},{'Loret'},{'Steph'},{'Timur'},{'Joe A'},&,1.0,&
{'Timur'},{'Terre'},{'Loret'},{'Steph'},{'David'},{'Jamie'},&,1.0,&
{'Deian'},{'Steph'},,,,,&,1.0,&
{'Joe A'},,,,,,&,1.0,&
{'Noah '},{'Doug '},{'Canda'},{'Timur'},{'Joe A'},{'David'},&,1.0,&
{'Noah '},{'Thoma'},{'Jamie'},{'David'},{'Timur'},{'Joe F'},&,1.0,&
{'Loret'},{'Terre'},{'Noah '},,,,&,1.0,&
{'Terre'},{'Noah '},{'Doug '},,,,&,1.0,&
{'Micha'},{'Loret'},{'Terre'},{'Steph'},{'Jamie'},{'Cayle'},&,1.0,&
{'Joe F'},{'Canda'},{'Peggy'},{'Micha'},{'Thoma'},{'Steph'},&,1.0,&
{'Deian'},{'Loret'},{'Doug '},,,,&,1.0,&
{'Canda'},{'Micha'},{'Steph'},{'Loret'},,,&,1.0,&
{'David'},{'Doug '},{'Jamie'},,,,&,1.0,&
{'Loret'},{'Canda'},{'Steph'},{'Peggy'},{'Jamie'},,&,1.0,&
{'Canda'},{'Steph'},{'Noah '},{'Jamie'},{'Loret'},{'Doug '},&,1.0,&
{'Loret'},{'Steph'},{'Terre'},,,,&,1.0,&
{'Canda'},{'Steph'},{'Jamie'},{'Doug '},{'Deian'},{'Loret'},&,1.0,&
{'Noah '},{'Joe F'},{'Doug '},{'Micha'},{'Terre'},{'Peggy'},&,1.0,&
{'Terre'},{'Loret'},{'Noah '},{'Timur'},{'Steph'},{'Joe A'},&,1.0,&
{'Noah '},{'David'},{'Doug '},,,,&,1.0,&
{'Doug '},{'Deian'},{'Micha'},{'Thoma'},{'Jamie'},{'David'},&,1.0,&
{'Loret'},{'Canda'},{'David'},{'Peggy'},,,&,1.0,&
{'Canda'},{'Terre'},{'Noah '},,,,&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},{'Noah '},{'David'},{'Loret'},&,1.0,&
{'Steph'},,,,,,&,1.0,&
{'Deian'},{'Canda'},{'Terre'},{'Loret'},{'Micha'},{'Steph'},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Noah '},{'Steph'},{'Timur'},{'Joe A'},{'David'},{'Doug '},&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Canda'},{'Cayle'},{'Timur'},,,,&,1.0,&
{'Steph'},{'Loret'},{'Jamie'},{'Timur'},,,&,1.0,&
{'Joe A'},,,,,,&,1.0,&
{'Terre'},{'Noah '},{'Doug '},,,,&,1.0,&
{'Steph'},{'Canda'},{'Cayle'},{'Doug '},{'Loret'},{'Noah '},&,1.0,&
{'Noah '},,,,,,&,1.0,&
{'Terre'},{'Steph'},{'Canda'},{'Jamie'},{'Noah '},,&,1.0,&
{'Deian'},{'Doug '},{'Noah '},{'Terre'},,,&,1.0,&
{'Canda'},{'Loret'},{'Peggy'},{'Steph'},{'Doug '},{'Terre'},&,1.0,&
{'Jamie'},{'Steph'},{'Canda'},,,,&,1.0,&
{'Canda'},{'Steph'},{'Timur'},{'Jamie'},{'Loret'},{'Cayle'},&,1.0,&
{'Loret'},{'Peggy'},{'Canda'},{'Micha'},{'Steph'},{'Joe F'},&,1.0,&
{'Canda'},{'Timur'},{'Loret'},{'Thoma'},{'Terre'},{'Jamie'},&,1.0,&
{'Timur'},{'Cayle'},{'Steph'},,,,&,1.0,&
{'Canda'},{'Steph'},{'Timur'},,,,&,1.0,&
{'Jamie'},{'Steph'},{'Timur'},,,,&,1.0,&
{'Canda'},{'Cayle'},{'Timur'},,,,&,1.0,&
{'Loret'},{'Jamie'},{'Steph'},{'Canda'},{'Timur'},,&,1.0,&
{'Jamie'},{'Doug '},{'Micha'},,,,&,1.0,&
{'Steph'},{'Loret'},{'Jamie'},{'Timur'},,,&,1.0,&
{'Jamie'},{'Steph'},{'Noah '},,,,&,1.0,&
{'Doug '},{'Thoma'},,,,,&,1.0,&
{'Loret'},{'Joe A'},{'Terre'},{'Micha'},{'Cayle'},{'Jamie'},&,1.0,&
{'Noah '},{'Jamie'},{'Timur'},{'Terre'},{'Steph'},,&,1.0,&
{'Timur'},{'Noah '},{'Jamie'},,,,&,1.0,&
{'Canda'},,,,,,&,1.0,&
{'Deian'},,,,,,&,1.0,&
{'Micha'},{'Timur'},{'Noah '},{'Loret'},{'Steph'},{'Terre'},&,1.0,&
{'Jamie'},{'Canda'},{'Joe F'},{'Deian'},{'Terre'},{'Steph'},&,1.0,&
{'Peggy'},{'Timur'},{'Noah '},{'Canda'},{'Joe A'},{'David'},&,1.0,&
{'Loret'},{'Doug '},{'Joe A'},{'Peggy'},{'Cayle'},{'Deian'},&,1.0,&
{'Timur'},{'Cayle'},{'Steph'},,,,&,1.0,&
{'Canda'},{'Jamie'},{'Steph'},{'Cayle'},{'Timur'},,&,1.0,&
{'Jamie'},{'Canda'},{'Micha'},{'Steph'},{'Timur'},{'David'},&,1.0,&
{'Noah '},{'Doug '},{'Terre'},{'Timur'},{'Steph'},,&,1.0,&
{'Canda'},{'Timur'},{'Steph'},{'Loret'},{'Jamie'},{'David'},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Timur'},{'Terre'},{'Steph'},{'Noah '},{'Cayle'},,&,1.0,&
{'Terre'},{'Canda'},{'Cayle'},,,,&,1.0,&
{'Canda'},{'Steph'},{'Loret'},{'David'},{'Terre'},{'Jamie'},&,1.0,&
{'Uncer'},{'Micha'},{'Loret'},,,,&,1.0,&
{'Deian'},{'Noah '},{'Timur'},{'Doug '},{'Canda'},{'Joe F'},&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},,,,&,1.0,&
{'Joe A'},{'Steph'},,,,,&,1.0,&
{'Loret'},{'Terre'},{'Steph'},{'David'},{'Canda'},{'Cayle'},&,1.0,&
{'Noah '},{'Terre'},{'Joe F'},{'Loret'},{'Doug '},,&,1.0,&
{'Terre'},{'Loret'},,,,,&,1.0,&
{'Doug '},{'Deian'},{'Terre'},{'Noah '},{'Canda'},{'David'},&,1.0,&
{'Doug '},{'Deian'},{'Micha'},{'Thoma'},{'Jamie'},{'David'},&,1.0,&
{'David'},{'Steph'},{'Canda'},{'Jamie'},{'Noah '},{'Loret'},&,1.0,&
{'Canda'},{'Timur'},{'Terre'},,,,&,1.0,&
{'Doug '},{'Joe A'},{'Noah '},{'Micha'},{'Terre'},{'Thoma'},&,1.0,&
{'Canda'},{'Jamie'},{'Steph'},{'Loret'},,,&,1.0,&
{'Loret'},{'Timur'},{'Jamie'},{'Canda'},{'Steph'},{'Terre'},&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},,,,&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Peggy'},{'Deian'},{'Canda'},,,,&,1.0,&
{'Canda'},{'Cayle'},{'Timur'},{'Jamie'},{'Peggy'},,&,1.0,&
{'Timur'},{'Canda'},{'Joe A'},{'David'},{'Doug '},{'Joe F'},&,1.0,&
{'Timur'},{'Canda'},{'Cayle'},{'Steph'},{'Jamie'},,&,1.0,&
{'Loret'},{'Terre'},{'Noah '},,,,&,1.0,&
{'Terre'},{'Canda'},{'Jamie'},{'Doug '},{'Micha'},{'Noah '},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Canda'},{'Micha'},{'Thoma'},{'Loret'},,,&,1.0,&
{'Peggy'},{'Joe A'},{'Joe F'},{'Thoma'},{'Jamie'},{'Cayle'},&,1.0,&
{'Timur'},{'Jamie'},,,,,&,1.0,&
{'Terre'},{'Noah '},,,,,&,1.0,&
{'Terre'},{'Thoma'},{'Loret'},{'Micha'},{'Joe F'},{'Doug '},&,1.0,&
{'Terre'},,,,,,&,1.0,&
{'Peggy'},{'Timur'},{'Noah '},{'Canda'},{'Joe A'},{'David'},&,1.0,&
{'Thoma'},,,,,,&,1.0,&
{'Doug '},{'David'},{'Terre'},,,,&,1.0,&
{'Canda'},{'Terre'},{'Loret'},{'Jamie'},{'Steph'},{'Micha'},&,1.0,&
{'Cayle'},{'Canda'},{'Terre'},,,,&,1.0,&
{'Terre'},{'Jamie'},{'Loret'},,,,&,1.0,&
{'Noah '},{'Doug '},{'David'},,,,&,1.0,&
{'Steph'},{'Peggy'},{'David'},{'Deian'},{'Doug '},{'Jamie'},&,1.0,&
{'Terre'},{'Doug '},{'Joe F'},,,,&,1.0,&
{'Thoma'},{'Steph'},{'Joe A'},{'David'},{'Doug '},{'Peggy'},&,1.0,&
{'Canda'},{'Steph'},{'Cayle'},{'Jamie'},{'Thoma'},,&,1.0,&
{'Steph'},{'Terre'},{'Cayle'},{'Timur'},{'Joe F'},{'Doug '},&,1.0,&
{'Loret'},{'Canda'},{'Joe F'},{'Terre'},{'Jamie'},{'Joe A'},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Doug '},,,,,,&,1.0,&
{'Cayle'},{'Steph'},{'David'},{'Micha'},{'Peggy'},{'Canda'},&,1.0,&
{'Micha'},{'Joe A'},{'Loret'},,,,&,1.0,&
{'Canda'},{'Timur'},{'Steph'},{'Jamie'},,,&,1.0,&
{'Jamie'},{'Timur'},{'Canda'},{'Steph'},{'David'},{'Noah '},&,1.0,&
{'Jamie'},{'Steph'},,,,,&,1.0,&
{'David'},{'Canda'},{'Cayle'},{'Jamie'},{'Steph'},{'Thoma'},&,1.0,&
{'Canda'},,,,,,&,1.0,&
{'Canda'},{'Loret'},{'Terre'},,,,&,1.0,&
{'Timur'},{'Canda'},{'Thoma'},{'Joe A'},{'Terre'},{'Jamie'},&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},,,,&,1.0,&
{'Canda'},{'Jamie'},{'Noah '},{'Timur'},{'Terre'},{'Steph'},&,1.0,&
{'Canda'},{'Jamie'},{'Noah '},{'Timur'},{'Terre'},{'Steph'},&,1.0,&
{'Canda'},{'Loret'},{'Steph'},{'Terre'},{'Timur'},,&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},,,,&,1.0,&
{'Canda'},{'Steph'},{'Timur'},{'Jamie'},,,&,1.0,&
{'Canda'},{'Terre'},{'Steph'},,,,&,1.0,&
{'Jamie'},{'Canda'},{'Steph'},{'David'},{'Cayle'},,&,1.0,&
{'Steph'},{'Jamie'},{'Loret'},{'Terre'},{'Canda'},,&,1.0,&
{'Steph'},{'Loret'},{'Jamie'},{'Terre'},,,&,1.0,&
{'Loret'},{'Canda'},,,,,&,1.0,&
{'Noah '},{'Doug '},{'Peggy'},,,,&,1.0,&
{'Terre'},{'Loret'},{'Steph'},,,,&,1.0,&
{'Loret'},{'Canda'},{'Steph'},{'Terre'},,,&,1.0,&
{'David'},{'Micha'},,,,,&,1.0,&
{'Canda'},{'Steph'},{'David'},{'Loret'},,,&,1.0,&
{'Noah '},{'Joe A'},{'Deian'},{'Uncer'},,,&,1.0,&
{'Terre'},{'Loret'},{'Micha'},,,,&,1.0,&
{'Loret'},{'Canda'},,,,,&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Loret'},{'Canda'},,,,,&,1.0,&
{'David'},{'Canda'},{'Cayle'},{'Deian'},{'Loret'},{'Terre'},&,1.0,&
{'Jamie'},{'Steph'},{'Terre'},{'Thoma'},{'Loret'},{'Deian'},&,1.0,&
{'Steph'},{'Jamie'},{'Timur'},{'Canda'},{'Cayle'},{'David'},&,1.0,&
{'Steph'},{'Jamie'},{'Canda'},{'David'},,,&,1.0,&
{'Joe A'},{'Noah '},{'Joe F'},{'Jamie'},{'Terre'},{'Loret'},&,1.0,&
{'Loret'},{'Steph'},{'Timur'},{'Jamie'},{'Terre'},{'David'},&,1.0,&
{'Noah '},{'Doug '},{'Terre'},{'Loret'},,,&,1.0,&
{'Steph'},{'Jamie'},{'Loret'},,,,&,1.0,&
{'Steph'},{'Jamie'},,,,,&,1.0,&
{'Loret'},{'Timur'},{'Steph'},{'Terre'},{'Deian'},{'Canda'},&,1.0,&
{'Joe A'},{'Loret'},{'David'},{'Peggy'},{'Timur'},{'Cayle'},&,1.0,&
{'Loret'},{'Canda'},{'Doug '},{'Joe F'},{'Terre'},{'Jamie'},&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Loret'},,,,,,&,1.0,&
{'Timur'},{'Canda'},{'Terre'},{'Jamie'},,,&,1.0,&
{'Terre'},{'Steph'},{'Deian'},,,,&,1.0,&
{'Canda'},{'Loret'},{'Deian'},,,,&,1.0,&
{'Terre'},,,,,,&,1.0,&
{'Steph'},{'Terre'},{'Jamie'},{'Micha'},{'Loret'},{'Timur'},&,1.0,&
{'Cayle'},{'Terre'},,,,,&,1.0,&
{'Canda'},{'Cayle'},{'Timur'},,,,&,1.0,&
{'Doug '},{'Noah '},{'Joe A'},{'Peggy'},{'David'},,&,1.0,&
{'Timur'},{'Canda'},{'Loret'},{'Cayle'},{'Steph'},{'David'},&,1.0,&
{'Loret'},{'Terre'},{'Jamie'},,,,&,1.0,&
{'Steph'},{'Timur'},,,,,&,1.0,&
{'Doug '},{'Micha'},,,,,&,1.0,&
{'Noah '},{'Terre'},{'Joe F'},{'Loret'},{'Doug '},,&,1.0,&
{'David'},{'Noah '},{'Micha'},{'Canda'},{'Loret'},{'Terre'},&,1.0,&
{'Noah '},{'Deian'},{'Joe A'},{'Canda'},{'Terre'},,&,1.0,&
{'Noah '},{'Joe A'},{'Doug '},{'Canda'},{'Micha'},{'Deian'},&,1.0,&
{'Noah '},{'Steph'},{'Timur'},,,,&,1.0,&
{'Steph'},{'Canda'},{'Jamie'},{'Noah '},{'Terre'},,&,1.0,&
{'Loret'},{'Steph'},{'David'},{'Terre'},{'Timur'},{'Doug '},&,1.0,&
{'Noah '},{'Terre'},{'David'},{'Canda'},{'Deian'},{'Jamie'},&,1.0,&
